"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1967,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,4
1967,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,4
1967,"Female","Master's Degrees","Civil Engineering","Purdue University, Main Campus",1825,4
1967,"Female","Master's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Astronomy","Indiana University at Bloomington",1809,4
1967,"Female","Master's Degrees","Chemistry","Indiana University at Bloomington",1809,3
1967,"Female","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Chemistry","Purdue University, Main Campus",1825,13
1967,"Female","Master's Degrees","Physics","Indiana University at Bloomington",1809,1
1967,"Female","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Physics","Purdue University, Main Campus",1825,3
1967,"Female","Master's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Earth Sciences","Indiana University at Bloomington",1809,5
1967,"Female","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,7
1967,"Female","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,15
1967,"Female","Master's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,28
1967,"Female","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Computer Science","Purdue University, Main Campus",1825,3
1967,"Female","Master's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,2
1967,"Female","Master's Degrees","Biological Sciences","Indiana University at Bloomington",1809,18
1967,"Female","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,14
1967,"Female","Master's Degrees","Biological Sciences","Purdue University, Main Campus",1825,16
1967,"Female","Master's Degrees","Medical Sciences","Indiana University at Bloomington",1809,2
1967,"Female","Master's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,28
1967,"Female","Master's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,1
1967,"Female","Master's Degrees","Psychology","Indiana University at Bloomington",1809,2
1967,"Female","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,5
1967,"Female","Master's Degrees","Psychology","Purdue University, Main Campus",1825,5
1967,"Female","Master's Degrees","Economics","Indiana University at Bloomington",1809,2
1967,"Female","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,8
1967,"Female","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Master's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,3
1967,"Female","Master's Degrees","Sociology","Indiana University at Bloomington",1809,10
1967,"Female","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,3
1967,"Female","Master's Degrees","Sociology","Purdue University, Main Campus",1825,3
1967,"Female","Master's Degrees","Anthropology","Indiana University at Bloomington",1809,2
1967,"Female","Master's Degrees","Linguistics","Indiana University at Bloomington",1809,5
1967,"Female","Master's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,5
1967,"Female","Master's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,11
1967,"Female","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,6
1967,"Female","Master's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,3
1967,"Female","Master's Degrees","History","Indiana University at Bloomington",1809,19
1967,"Female","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,4
1967,"Female","Master's Degrees","History","Purdue University, Main Campus",1825,6
1967,"Female","Master's Degrees","English and Literature","Indiana University at Bloomington",1809,73
1967,"Female","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,16
1967,"Female","Master's Degrees","English and Literature","Purdue University, Main Campus",1825,33
1967,"Female","Master's Degrees","Foreign Languages","Indiana University at Bloomington",1809,79
1967,"Female","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,13
1967,"Female","Master's Degrees","Foreign Languages","Purdue University, Main Campus",1825,20
1967,"Female","Master's Degrees","Other Humanities","Indiana University at Bloomington",1809,1
1967,"Female","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Master's Degrees","Other Humanities","Purdue University, Main Campus",1825,2
1967,"Female","Master's Degrees","Arts and Music","Indiana University at Bloomington",1809,70
1967,"Female","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,15
1967,"Female","Master's Degrees","Arts and Music","Purdue University, Main Campus",1825,8
1967,"Female","Master's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,12
1967,"Female","Master's Degrees","Non-Science Education","Indiana University at Bloomington",1809,596
1967,"Female","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,104
1967,"Female","Master's Degrees","Non-Science Education","Purdue University, Main Campus",1825,127
1967,"Female","Master's Degrees","Business and Management","Indiana University at Bloomington",1809,6
1967,"Female","Master's Degrees","Business and Management","Purdue University, Main Campus",1825,1
1967,"Female","Master's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,76
1967,"Female","Master's Degrees","Social Service Professions","Indiana University at Bloomington",1809,28
1967,"Female","Master's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,11
1967,"Female","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,35
1967,"Female","Master's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,19
1967,"Female","Bachelor's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Bachelor's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Bachelor's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Bachelor's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Other Engineering","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Chemistry","Indiana University at Bloomington",1809,11
1967,"Female","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,6
1967,"Female","Bachelor's Degrees","Chemistry","Purdue University, Main Campus",1825,10
1967,"Female","Bachelor's Degrees","Physics","Indiana University at Bloomington",1809,1
1967,"Female","Bachelor's Degrees","Physics","Purdue University, Main Campus",1825,1
1967,"Female","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Bachelor's Degrees","Earth Sciences","Indiana University at Bloomington",1809,3
1967,"Female","Bachelor's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,18
1967,"Female","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,37
1967,"Female","Bachelor's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,29
1967,"Female","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,10
1967,"Female","Bachelor's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,5
1967,"Female","Bachelor's Degrees","Biological Sciences","Indiana University at Bloomington",1809,45
1967,"Female","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,45
1967,"Female","Bachelor's Degrees","Biological Sciences","Purdue University, Main Campus",1825,29
1967,"Female","Bachelor's Degrees","Medical Sciences","Indiana University at Bloomington",1809,2
1967,"Female","Bachelor's Degrees","Medical Sciences","Purdue University, Main Campus",1825,19
1967,"Female","Bachelor's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,227
1967,"Female","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,18
1967,"Female","Bachelor's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,8
1967,"Female","Bachelor's Degrees","Psychology","Indiana University at Bloomington",1809,35
1967,"Female","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,61
1967,"Female","Bachelor's Degrees","Psychology","Purdue University, Main Campus",1825,29
1967,"Female","Bachelor's Degrees","Economics","Indiana University at Bloomington",1809,7
1967,"Female","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,4
1967,"Female","Bachelor's Degrees","Economics","Purdue University, Main Campus",1825,7
1967,"Female","Bachelor's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,32
1967,"Female","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,27
1967,"Female","Bachelor's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,12
1967,"Female","Bachelor's Degrees","Sociology","Indiana University at Bloomington",1809,36
1967,"Female","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,12
1967,"Female","Bachelor's Degrees","Sociology","Purdue University, Main Campus",1825,21
1967,"Female","Bachelor's Degrees","Anthropology","Indiana University at Bloomington",1809,2
1967,"Female","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,2
1967,"Female","Bachelor's Degrees","Linguistics","Indiana University at Bloomington",1809,1
1967,"Female","Bachelor's Degrees","Area and Ethnic Studies","Pennsylvania State U, Main Campus",6965,1
1967,"Female","Bachelor's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,38
1967,"Female","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,19
1967,"Female","Bachelor's Degrees","Other Social Sciences","Purdue University, Main Campus",1825,40
1967,"Female","Bachelor's Degrees","Health Technologies","Indiana University at Bloomington",1809,8
1967,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,1
1967,"Female","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,80
1967,"Female","Bachelor's Degrees","History","Indiana University at Bloomington",1809,33
1967,"Female","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,44
1967,"Female","Bachelor's Degrees","History","Purdue University, Main Campus",1825,7
1967,"Female","Bachelor's Degrees","English and Literature","Indiana University at Bloomington",1809,163
1967,"Female","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,215
1967,"Female","Bachelor's Degrees","English and Literature","Purdue University, Main Campus",1825,71
1967,"Female","Bachelor's Degrees","Foreign Languages","Indiana University at Bloomington",1809,161
1967,"Female","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,105
1967,"Female","Bachelor's Degrees","Foreign Languages","Purdue University, Main Campus",1825,50
1967,"Female","Bachelor's Degrees","Other Humanities","Indiana University at Bloomington",1809,3
1967,"Female","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,3
1967,"Female","Bachelor's Degrees","Other Humanities","Purdue University, Main Campus",1825,2
1967,"Female","Bachelor's Degrees","Arts and Music","Indiana University at Bloomington",1809,108
1967,"Female","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,49
