"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1971,"Male","Master's Degrees","Business and Management","Purdue University, Main Campus",1825,146
1971,"Male","Master's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,39
1971,"Male","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,17
1971,"Male","Master's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,2
1971,"Male","Master's Degrees","Law","Indiana University at Bloomington",1809,2
1971,"Male","Master's Degrees","Social Service Professions","Indiana University at Bloomington",1809,1
1971,"Male","Master's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,1
1971,"Male","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,13
1971,"Male","Master's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,5
1971,"Male","Master's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,8
1971,"Male","Master's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,2
1971,"Male","Bachelor's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,59
1971,"Male","Bachelor's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,112
1971,"Male","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,66
1971,"Male","Bachelor's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,72
1971,"Male","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,97
1971,"Male","Bachelor's Degrees","Civil Engineering","Purdue University, Main Campus",1825,106
1971,"Male","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,150
1971,"Male","Bachelor's Degrees","Electrical Engineering","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,239
1971,"Male","Bachelor's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,126
1971,"Male","Bachelor's Degrees","Mechanical Engineering","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,183
1971,"Male","Bachelor's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,17
1971,"Male","Bachelor's Degrees","Materials Engineering","Purdue University, Main Campus",1825,23
1971,"Male","Bachelor's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,69
1971,"Male","Bachelor's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,97
1971,"Male","Bachelor's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,48
1971,"Male","Bachelor's Degrees","Other Engineering","Purdue University, Main Campus",1825,53
1971,"Male","Bachelor's Degrees","Astronomy","Indiana University at Bloomington",1809,11
1971,"Male","Bachelor's Degrees","Astronomy","Pennsylvania State U, Main Campus",6965,4
1971,"Male","Bachelor's Degrees","Chemistry","Indiana University at Bloomington",1809,73
1971,"Male","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,44
1971,"Male","Bachelor's Degrees","Chemistry","Purdue University, All Campuses",8732,12
1971,"Male","Bachelor's Degrees","Chemistry","Purdue University, Main Campus",1825,42
1971,"Male","Bachelor's Degrees","Physics","Indiana University at Bloomington",1809,15
1971,"Male","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,16
1971,"Male","Bachelor's Degrees","Physics","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","Physics","Purdue University, Main Campus",1825,27
1971,"Male","Bachelor's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,34
1971,"Male","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,38
1971,"Male","Bachelor's Degrees","Earth Sciences","Indiana University at Bloomington",1809,37
1971,"Male","Bachelor's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,34
1971,"Male","Bachelor's Degrees","Earth Sciences","Purdue University, Main Campus",1825,7
1971,"Male","Bachelor's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,54
1971,"Male","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,75
1971,"Male","Bachelor's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,17
1971,"Male","Bachelor's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,88
1971,"Male","Bachelor's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,90
1971,"Male","Bachelor's Degrees","Computer Science","Purdue University, All Campuses",8732,9
1971,"Male","Bachelor's Degrees","Computer Science","Purdue University, Main Campus",1825,32
1971,"Male","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,160
1971,"Male","Bachelor's Degrees","Agricultural Sciences","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,206
1971,"Male","Bachelor's Degrees","Biological Sciences","Indiana University at Bloomington",1809,262
1971,"Male","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,175
1971,"Male","Bachelor's Degrees","Biological Sciences","Purdue University, All Campuses",8732,5
1971,"Male","Bachelor's Degrees","Biological Sciences","Purdue University, Main Campus",1825,95
1971,"Male","Bachelor's Degrees","Medical Sciences","Indiana University at Bloomington",1809,42
1971,"Male","Bachelor's Degrees","Medical Sciences","Purdue University, Main Campus",1825,81
1971,"Male","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,8
1971,"Male","Bachelor's Degrees","Psychology","Indiana University at Bloomington",1809,74
1971,"Male","Bachelor's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,170
1971,"Male","Bachelor's Degrees","Psychology","Purdue University, All Campuses",8732,15
1971,"Male","Bachelor's Degrees","Psychology","Purdue University, Main Campus",1825,84
1971,"Male","Bachelor's Degrees","Economics","Indiana University at Bloomington",1809,39
1971,"Male","Bachelor's Degrees","Economics","Pennsylvania State U, Main Campus",6965,32
1971,"Male","Bachelor's Degrees","Economics","Purdue University, All Campuses",8732,4
1971,"Male","Bachelor's Degrees","Economics","Purdue University, Main Campus",1825,370
1971,"Male","Bachelor's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,126
1971,"Male","Bachelor's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,137
1971,"Male","Bachelor's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,49
1971,"Male","Bachelor's Degrees","Sociology","Indiana University at Bloomington",1809,45
1971,"Male","Bachelor's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,26
1971,"Male","Bachelor's Degrees","Sociology","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","Sociology","Purdue University, Main Campus",1825,22
1971,"Male","Bachelor's Degrees","Anthropology","Indiana University at Bloomington",1809,8
1971,"Male","Bachelor's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,15
1971,"Male","Bachelor's Degrees","Anthropology","Purdue University, Main Campus",1825,2
1971,"Male","Bachelor's Degrees","Linguistics","Indiana University at Bloomington",1809,1
1971,"Male","Bachelor's Degrees","Linguistics","Pennsylvania State U, Main Campus",6965,2
1971,"Male","Bachelor's Degrees","Area and Ethnic Studies","Pennsylvania State U, Main Campus",6965,7
1971,"Male","Bachelor's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,133
1971,"Male","Bachelor's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,125
1971,"Male","Bachelor's Degrees","Other Social Sciences","Purdue University, All Campuses",8732,8
1971,"Male","Bachelor's Degrees","Other Social Sciences","Purdue University, Main Campus",1825,47
1971,"Male","Bachelor's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,12
1971,"Male","Bachelor's Degrees","Engineering Technologies","Purdue University, All Campuses",8732,76
1971,"Male","Bachelor's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,78
1971,"Male","Bachelor's Degrees","Health Technologies","Purdue University, Main Campus",1825,1
1971,"Male","Bachelor's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,8
1971,"Male","Bachelor's Degrees","Interdisciplinary or Other Sciences","Pennsylvania State U, Main Campus",6965,119
1971,"Male","Bachelor's Degrees","Interdisciplinary or Other Sciences","Purdue University, All Campuses",8732,3
1971,"Male","Bachelor's Degrees","Interdisciplinary or Other Sciences","Purdue University, Main Campus",1825,29
1971,"Male","Bachelor's Degrees","History","Indiana University at Bloomington",1809,78
1971,"Male","Bachelor's Degrees","History","Pennsylvania State U, Main Campus",6965,95
1971,"Male","Bachelor's Degrees","History","Purdue University, All Campuses",8732,1
1971,"Male","Bachelor's Degrees","History","Purdue University, Main Campus",1825,20
1971,"Male","Bachelor's Degrees","English and Literature","Indiana University at Bloomington",1809,106
1971,"Male","Bachelor's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,190
1971,"Male","Bachelor's Degrees","English and Literature","Purdue University, All Campuses",8732,4
1971,"Male","Bachelor's Degrees","English and Literature","Purdue University, Main Campus",1825,36
1971,"Male","Bachelor's Degrees","Foreign Languages","Indiana University at Bloomington",1809,70
1971,"Male","Bachelor's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,33
1971,"Male","Bachelor's Degrees","Foreign Languages","Purdue University, Main Campus",1825,12
1971,"Male","Bachelor's Degrees","Other Humanities","Indiana University at Bloomington",1809,11
1971,"Male","Bachelor's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,10
1971,"Male","Bachelor's Degrees","Other Humanities","Purdue University, All Campuses",8732,2
1971,"Male","Bachelor's Degrees","Other Humanities","Purdue University, Main Campus",1825,5
1971,"Male","Bachelor's Degrees","Religion and Theology","Indiana University at Bloomington",1809,4
1971,"Male","Bachelor's Degrees","Religion and Theology","Pennsylvania State U, Main Campus",6965,10
1971,"Male","Bachelor's Degrees","Arts and Music","Indiana University at Bloomington",1809,93
1971,"Male","Bachelor's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,60
1971,"Male","Bachelor's Degrees","Arts and Music","Purdue University, Main Campus",1825,13
1971,"Male","Bachelor's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,103
1971,"Male","Bachelor's Degrees","Architecture and Environmental Design","Purdue University, Main Campus",1825,22
1971,"Male","Bachelor's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,7
1971,"Male","Bachelor's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,24
1971,"Male","Bachelor's Degrees","Other Science/Technical Education","Purdue University, All Campuses",8732,2
1971,"Male","Bachelor's Degrees","Other Science/Technical Education","Purdue University, Main Campus",1825,40
1971,"Male","Bachelor's Degrees","Non-Science Education","Indiana University at Bloomington",1809,136
1971,"Male","Bachelor's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,194
1971,"Male","Bachelor's Degrees","Non-Science Education","Purdue University, Main Campus",1825,99
1971,"Male","Bachelor's Degrees","Business and Management","Indiana University at Bloomington",1809,831
1971,"Male","Bachelor's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,787
1971,"Male","Bachelor's Degrees","Business and Management","Purdue University, All Campuses",8732,40
1971,"Male","Bachelor's Degrees","Business and Management","Purdue University, Main Campus",1825,288
1971,"Male","Bachelor's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,72
1971,"Male","Bachelor's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,54
1971,"Male","Bachelor's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,6
1971,"Male","Bachelor's Degrees","Law","Pennsylvania State U, Main Campus",6965,38
1971,"Male","Bachelor's Degrees","Social Service Professions","Indiana University at Bloomington",1809,1
1971,"Male","Bachelor's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,14
1971,"Male","Bachelor's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,29
1971,"Male","Bachelor's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,122
1971,"Male","Bachelor's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,13
1971,"Male","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,28
1971,"Male","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,273
1971,"Male","Bachelor's Degrees","Other Non-sciences or Unknown Disciplines","Purdue University, Main Campus",1825,14
1971,"Male","Associate's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,28
1971,"Male","Associate's Degrees","Other Life Sciences","Purdue University, All Campuses",8732,2
1971,"Male","Associate's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,1
1971,"Male","Associate's Degrees","Science Technologies","Pennsylvania State U, Main Campus",6965,27
1971,"Male","Associate's Degrees","Science Technologies","Purdue University, All Campuses",8732,3
1971,"Male","Associate's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,744
1971,"Male","Associate's Degrees","Engineering Technologies","Purdue University, All Campuses",8732,183
1971,"Male","Associate's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,187
1971,"Male","Associate's Degrees","Health Technologies","Purdue University, All Campuses",8732,1
1971,"Male","Associate's Degrees","Arts and Music","Purdue University, Main Campus",1825,12
1971,"Male","Associate's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,199
1971,"Male","Associate's Degrees","Business and Management","Purdue University, All Campuses",8732,58
1971,"Male","Associate's Degrees","Business and Management","Purdue University, Main Campus",1825,9
1971,"Male","Associate's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,1
1971,"Male","Associate's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,1
1971,"Male","Associate's Degrees","Vocational Studies and Home Economics","Purdue University, All Campuses",8732,1
1971,"Male","Associate's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,32
1972,"Female","Doctorate Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Physics","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Physics","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,3
1972,"Female","Doctorate Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,2
1972,"Female","Doctorate Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,1
1972,"Female","Doctorate Degrees","Biological Sciences","Indiana University at Bloomington",1809,6
1972,"Female","Doctorate Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,8
1972,"Female","Doctorate Degrees","Biological Sciences","Purdue University, Main Campus",1825,9
1972,"Female","Doctorate Degrees","Other Life Sciences","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Other Life Sciences","Purdue University, Main Campus",1825,1
1972,"Female","Doctorate Degrees","Psychology","Indiana University at Bloomington",1809,4
1972,"Female","Doctorate Degrees","Psychology","Pennsylvania State U, Main Campus",6965,6
1972,"Female","Doctorate Degrees","Psychology","Purdue University, Main Campus",1825,1
1972,"Female","Doctorate Degrees","Economics","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Economics","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,2
1972,"Female","Doctorate Degrees","Sociology","Indiana University at Bloomington",1809,3
1972,"Female","Doctorate Degrees","Sociology","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Doctorate Degrees","Sociology","Purdue University, Main Campus",1825,2
1972,"Female","Doctorate Degrees","Anthropology","Indiana University at Bloomington",1809,3
1972,"Female","Doctorate Degrees","Linguistics","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Other Social Sciences","Purdue University, Main Campus",1825,1
1972,"Female","Doctorate Degrees","History","Indiana University at Bloomington",1809,6
1972,"Female","Doctorate Degrees","English and Literature","Indiana University at Bloomington",1809,16
1972,"Female","Doctorate Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,12
1972,"Female","Doctorate Degrees","English and Literature","Purdue University, Main Campus",1825,7
1972,"Female","Doctorate Degrees","Foreign Languages","Indiana University at Bloomington",1809,12
1972,"Female","Doctorate Degrees","Other Humanities","Purdue University, Main Campus",1825,1
1972,"Female","Doctorate Degrees","Arts and Music","Indiana University at Bloomington",1809,4
1972,"Female","Doctorate Degrees","Science Education","Indiana University at Bloomington",1809,5
1972,"Female","Doctorate Degrees","Mathematics Education","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,1
1972,"Female","Doctorate Degrees","Non-Science Education","Indiana University at Bloomington",1809,40
1972,"Female","Doctorate Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,17
1972,"Female","Doctorate Degrees","Non-Science Education","Purdue University, Main Campus",1825,13
1972,"Female","Doctorate Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,2
1972,"Female","Doctorate Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,4
1972,"Female","Doctorate Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,9
1972,"Female","Doctorate Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,6
1972,"Female","Doctorate Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Civil Engineering","Purdue University, Main Campus",1825,1
1972,"Female","Master's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Astronomy","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Chemistry","Indiana University at Bloomington",1809,2
1972,"Female","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Chemistry","Purdue University, All Campuses",8732,1
1972,"Female","Master's Degrees","Chemistry","Purdue University, Main Campus",1825,12
1972,"Female","Master's Degrees","Physics","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Physics","Purdue University, Main Campus",1825,3
1972,"Female","Master's Degrees","Earth Sciences","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Earth Sciences","Purdue University, Main Campus",1825,1
1972,"Female","Master's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,11
1972,"Female","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,20
1972,"Female","Master's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,10
1972,"Female","Master's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,22
1972,"Female","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,8
1972,"Female","Master's Degrees","Computer Science","Purdue University, All Campuses",8732,1
1972,"Female","Master's Degrees","Computer Science","Purdue University, Main Campus",1825,10
1972,"Female","Master's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,3
1972,"Female","Master's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,6
1972,"Female","Master's Degrees","Biological Sciences","Indiana University at Bloomington",1809,25
1972,"Female","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,19
1972,"Female","Master's Degrees","Biological Sciences","Purdue University, Main Campus",1825,35
1972,"Female","Master's Degrees","Medical Sciences","Purdue University, Main Campus",1825,2
1972,"Female","Master's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,4
1972,"Female","Master's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,20
1972,"Female","Master's Degrees","Psychology","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,9
1972,"Female","Master's Degrees","Psychology","Purdue University, Main Campus",1825,20
1972,"Female","Master's Degrees","Economics","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,3
1972,"Female","Master's Degrees","Economics","Purdue University, Main Campus",1825,1
1972,"Female","Master's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,8
1972,"Female","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,14
1972,"Female","Master's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,11
1972,"Female","Master's Degrees","Sociology","Indiana University at Bloomington",1809,5
1972,"Female","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Sociology","Purdue University, Main Campus",1825,12
1972,"Female","Master's Degrees","Anthropology","Indiana University at Bloomington",1809,3
1972,"Female","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Linguistics","Indiana University at Bloomington",1809,5
1972,"Female","Master's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,10
1972,"Female","Master's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,17
1972,"Female","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,4
1972,"Female","Master's Degrees","Other Social Sciences","Purdue University, Main Campus",1825,5
1972,"Female","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Engineering Technologies","Purdue University, Main Campus",1825,21
1972,"Female","Master's Degrees","Interdisciplinary or Other Sciences","Indiana University at Bloomington",1809,1
1972,"Female","Master's Degrees","History","Indiana University at Bloomington",1809,12
1972,"Female","Master's Degrees","History","Pennsylvania State U, Main Campus",6965,6
1972,"Female","Master's Degrees","History","Purdue University, Main Campus",1825,7
1972,"Female","Master's Degrees","English and Literature","Indiana University at Bloomington",1809,102
1972,"Female","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,29
1972,"Female","Master's Degrees","English and Literature","Purdue University, All Campuses",8732,6
1972,"Female","Master's Degrees","English and Literature","Purdue University, Main Campus",1825,38
1972,"Female","Master's Degrees","Foreign Languages","Indiana University at Bloomington",1809,77
1972,"Female","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,25
1972,"Female","Master's Degrees","Foreign Languages","Purdue University, Main Campus",1825,19
1972,"Female","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,2
1972,"Female","Master's Degrees","Other Humanities","Purdue University, Main Campus",1825,3
1972,"Female","Master's Degrees","Arts and Music","Indiana University at Bloomington",1809,73
1972,"Female","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,19
1972,"Female","Master's Degrees","Arts and Music","Purdue University, Main Campus",1825,8
1972,"Female","Master's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Mathematics Education","Purdue University, Main Campus",1825,2
1972,"Female","Master's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,22
1972,"Female","Master's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Non-Science Education","Indiana University at Bloomington",1809,915
1972,"Female","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,259
1972,"Female","Master's Degrees","Non-Science Education","Purdue University, All Campuses",8732,1
1972,"Female","Master's Degrees","Non-Science Education","Purdue University, Main Campus",1825,176
1972,"Female","Master's Degrees","Business and Management","Indiana University at Bloomington",1809,5
1972,"Female","Master's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Business and Management","Purdue University, Main Campus",1825,2
1972,"Female","Master's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,129
1972,"Female","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,5
1972,"Female","Master's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,12
1972,"Female","Master's Degrees","Social Service Professions","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Master's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,9
1972,"Female","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,37
1972,"Female","Master's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,47
1972,"Female","Master's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,20
1972,"Female","Master's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,6
1972,"Female","Bachelor's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,3
1972,"Female","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,1
1972,"Female","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,1
1972,"Female","Bachelor's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,1
1972,"Female","Bachelor's Degrees","Chemistry","Indiana University at Bloomington",1809,10
1972,"Female","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,5
1972,"Female","Bachelor's Degrees","Chemistry","Purdue University, Main Campus",1825,15
1972,"Female","Bachelor's Degrees","Physics","Indiana University at Bloomington",1809,1
1972,"Female","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,1
1972,"Female","Bachelor's Degrees","Physics","Purdue University, Main Campus",1825,2
1972,"Female","Bachelor's Degrees","Earth Sciences","Indiana University at Bloomington",1809,7
1972,"Female","Bachelor's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,8
1972,"Female","Bachelor's Degrees","Earth Sciences","Purdue University, Main Campus",1825,1
1972,"Female","Bachelor's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,34
1972,"Female","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,63
1972,"Female","Bachelor's Degrees","Mathematics and Statistics","Purdue University, All Campuses",8732,6
1972,"Female","Bachelor's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,72
1972,"Female","Bachelor's Degrees","Computer Science","Indiana University at Bloomington",1809,2
1972,"Female","Bachelor's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,13
1972,"Female","Bachelor's Degrees","Computer Science","Purdue University, Main Campus",1825,5
1972,"Female","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,10
1972,"Female","Bachelor's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,19
1972,"Female","Bachelor's Degrees","Biological Sciences","Indiana University at Bloomington",1809,79
1972,"Female","Bachelor's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,68
1972,"Female","Bachelor's Degrees","Biological Sciences","Purdue University, Main Campus",1825,45
1972,"Female","Bachelor's Degrees","Medical Sciences","Indiana University at Bloomington",1809,5
1972,"Female","Bachelor's Degrees","Medical Sciences","Purdue University, Main Campus",1825,47
1972,"Female","Bachelor's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,104
1972,"Female","Bachelor's Degrees","Other Life Sciences","Purdue University, All Campuses",8732,1
1972,"Female","Bachelor's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,11
